Tenure,Monthly_Charges,Total_Charges,Support_Calls,Internet_Usage,Contract_Type,Churn
24,116.83,2813.05,2,33.92,1,1
5,32.78,178.18,1,44.89,0,1
2,109.53,208.48,6,46.6,0,1
71,114.23,8118.13,4,68.87,0,1
20,47.01,943.63,2,57.39,0,1
12,109.7,1298.73,0,15.86,0,1
52,53.67,2823.56,0,16.75,1,0
32,102.28,3267.24,3,42.51,0,1
43,41.26,1775.72,1,48.94,0,1
32,65.21,2062.01,4,42.2,0,1
49,37.33,1809.46,0,35.12,2,0
56,111.93,6285.58,1,56.41,1,1
71,90.23,6373.48,2,29.92,2,1
17,39.21,619.13,1,82.14,1,0
48,98.41,4708.44,3,17.53,2,1
28,99.55,2805.87,4,81.2,0,1
34,77.04,2618.04,0,11.12,1,0
37,41.01,1514.78,0,21.5,0,0
38,85.37,3251.57,4,0.27,0,1
52,58.83,3118.92,0,39.42,0,1
4,107.29,441.09,1,37.13,1,1
34,66.06,2230.88,1,57.74,1,0
12,51.43,622.9,1,24.73,0,1
54,66.63,3582.63,4,65.61,0,1
7,116.23,784.61,0,59.15,2,1
33,58.11,1905.55,1,74.5,1,0
15,111.09,1675.17,1,51.67,0,1
72,68.41,4950.85,5,39.98,0,1
65,119.61,7771.38,2,37.04,1,1
11,104.35,1138.96,2,59.12,0,1
72,27.19,1940.49,1,41.12,0,0
69,56.63,3930.36,0,45.5,0,1
4,95.24,363.38,0,56.68,0,1
41,116.0,4766.02,4,60.05,1,1
31,113.35,3521.93,3,49.41,0,1
8,58.61,481.06,4,63.04,2,1
68,96.08,6525.26,1,21.88,0,1
30,39.41,1170.52,1,88.92,0,1
56,51.54,2882.73,3,66.96,1,0
23,28.47,660.72,1,65.55,0,0
68,51.91,3548.63,3,0.0,0,1
9,91.19,847.24,3,64.65,0,1
63,62.42,3924.62,1,91.8,0,1
26,65.51,1710.06,0,68.18,0,1
46,69.52,3182.3,3,45.7,0,1
48,100.46,4826.18,1,42.31,0,1
15,61.84,910.63,1,39.54,2,0
56,54.76,3103.29,4,36.18,0,1
47,111.03,5222.97,2,33.85,0,1
35,118.43,4122.94,3,54.96,0,1
23,79.78,1821.12,4,29.61,0,1
44,48.5,2100.32,0,14.38,0,0
31,48.92,1519.44,4,35.93,0,1
26,101.44,2634.92,0,74.32,2,1
29,113.73,3287.04,3,83.95,2,1
44,47.66,2083.49,2,37.8,0,1
8,111.56,918.33,1,53.61,0,1
37,80.86,2959.45,1,31.47,2,0
64,96.7,6176.18,1,72.02,1,1
58,109.02,6284.42,1,47.75,1,1
29,110.63,3205.63,1,26.22,0,1
17,109.38,1854.25,4,18.98,0,1
53,99.41,5291.53,2,44.37,0,1
41,114.04,4709.97,0,53.7,1,1
31,77.8,2403.2,2,59.52,1,0
19,105.01,2006.0,3,35.61,0,1
57,20.18,1129.76,1,72.05,0,0
36,108.12,3904.56,3,53.39,1,1
34,68.68,2322.85,2,68.28,2,0
42,53.67,2258.32,1,84.78,2,0
54,40.86,2221.68,3,58.66,1,0
34,85.89,2933.19,1,56.67,0,1
30,39.75,1179.04,3,34.32,0,1
58,37.7,2171.68,3,51.86,0,1
7,42.94,323.42,4,52.99,2,0
28,43.54,1230.35,0,67.26,2,0
44,63.18,2739.64,2,52.92,1,0
60,57.98,3452.64,1,31.4,0,1
54,95.25,5162.16,3,40.24,0,1
72,50.8,3658.11,2,61.79,0,1
42,73.59,3114.17,0,36.29,2,0
38,92.24,3532.01,2,77.82,0,1
63,51.03,3231.43,3,73.66,2,0
36,28.88,1052.48,1,83.15,0,0
34,104.37,3532.85,0,77.4,2,1
9,58.09,521.13,1,44.75,0,1
47,26.43,1235.68,3,42.57,1,0
23,44.52,1037.49,2,81.37,2,0
11,104.46,1174.73,0,71.33,0,1
1,117.52,115.87,2,50.74,1,1
21,30.52,658.76,1,22.06,0,0
56,55.29,3131.18,2,71.33,2,0
39,63.41,2454.06,3,65.11,0,1
8,70.09,554.31,1,49.56,0,1
8,37.2,310.45,1,42.09,0,1
47,23.06,1051.62,2,41.52,1,0
8,32.2,245.69,0,61.84,1,0
61,96.0,5830.71,2,49.47,1,1
47,76.47,3584.09,3,50.21,0,1
51,30.75,1569.67,3,32.85,1,0
31,107.62,3345.35,3,40.54,1,1
30,45.8,1332.17,3,12.56,0,1
28,64.5,1801.38,2,76.56,2,0
26,76.93,2032.6,1,36.24,0,1
44,115.93,5098.26,2,26.03,2,1
39,118.4,4610.98,2,65.27,1,1
66,38.56,2551.57,1,42.21,0,0
19,75.02,1462.12,2,57.13,0,1
18,29.57,548.15,2,52.1,1,0
13,55.6,756.67,1,31.94,2,0
60,86.67,5214.84,2,25.62,0,1
15,116.82,1746.18,2,0.0,0,1
62,57.6,3577.61,2,23.55,0,1
66,45.14,2990.18,1,40.72,0,1
70,65.73,4577.66,3,47.92,0,1
60,90.41,5407.75,1,58.09,0,1
61,82.78,5058.23,1,42.55,0,1
55,114.87,6347.51,0,41.06,1,1
30,92.47,2755.71,1,27.86,0,1
22,25.59,562.18,3,58.09,1,0
60,27.69,1656.98,1,35.3,1,0
56,74.79,4227.67,2,80.02,1,0
17,24.27,408.03,3,26.04,0,1
10,33.07,318.93,1,58.33,0,1
16,52.3,821.28,4,73.9,0,1
20,20.75,433.05,2,51.45,0,0
39,78.86,3088.55,4,24.07,0,1
12,83.88,1018.23,1,32.19,1,1
20,33.31,644.41,1,61.42,2,0
14,39.89,538.14,1,57.27,2,0
26,35.31,913.19,2,45.21,0,1
66,56.22,3740.34,1,0.0,1,0
21,21.63,423.85,2,37.02,2,0
17,57.27,994.27,0,45.19,0,1
48,54.24,2590.32,3,56.44,1,0
23,27.77,643.9,0,64.67,0,0
33,78.64,2628.67,1,79.88,2,0
46,115.86,5339.06,3,36.29,2,1
9,118.45,1053.9,2,70.05,0,1
18,117.16,2117.53,3,71.84,0,1
27,48.12,1296.82,2,67.12,2,0
7,28.3,199.32,2,54.02,2,0
47,66.07,3115.03,2,64.51,0,1
70,35.92,2492.12,0,32.75,0,0
14,59.06,846.41,2,17.07,1,0
34,22.2,755.64,3,55.59,1,0
21,119.3,2473.21,1,70.73,0,1
47,110.86,5219.08,1,62.03,1,1
50,30.61,1502.76,0,78.27,1,0
48,119.67,5763.08,3,81.95,0,1
28,34.33,970.07,2,51.28,2,0
25,97.21,2428.7,1,69.49,1,1
38,113.16,4283.99,6,49.26,1,1
22,28.96,661.86,2,30.89,1,0
14,116.43,1639.84,1,70.33,0,1
1,30.28,0.0,1,56.64,0,1
5,114.79,578.93,5,34.63,0,1
42,64.93,2717.08,2,21.01,0,1
22,78.4,1737.84,4,56.05,2,1
60,20.42,1215.06,2,68.81,0,0
34,49.42,1723.1,2,61.06,0,1
31,95.48,2958.33,3,48.34,0,1
5,54.26,272.49,1,25.65,0,1
29,75.01,2151.63,2,75.13,1,0
63,68.37,4264.89,0,42.73,0,1
25,90.17,2259.09,4,46.07,0,1
54,54.92,2942.78,0,66.11,1,0
29,41.01,1167.79,4,10.24,0,1
48,34.79,1698.0,3,41.4,0,1
65,116.72,7563.95,1,58.84,0,1
41,86.58,3532.61,3,25.31,0,1
18,86.28,1522.73,1,68.52,0,1
1,41.07,50.23,2,12.32,0,1
3,84.64,276.18,1,38.52,0,1
56,40.52,2274.14,1,92.9,0,1
27,91.06,2437.04,1,62.03,2,0
11,70.97,804.49,3,50.62,2,1
30,66.93,2054.7,2,36.69,1,0
18,117.25,2091.19,0,47.45,0,1
54,47.57,2538.63,3,29.43,2,0
18,78.55,1452.79,0,63.92,2,0
38,58.17,2223.07,3,41.62,1,0
68,45.44,3107.83,3,64.69,0,1
72,27.03,1963.0,2,24.91,0,1
15,72.65,1100.08,1,46.63,0,1
5,39.52,231.42,3,72.85,2,0
11,48.62,552.05,6,48.41,0,1
37,97.0,3614.14,5,79.45,0,1
43,105.79,4534.33,2,86.27,1,1
12,84.87,1018.32,2,52.51,0,1
13,119.89,1543.69,7,50.91,0,1
57,39.42,2242.04,0,55.27,0,0
25,61.79,1577.69,2,52.55,2,0
62,48.19,3013.49,5,72.27,1,1
4,89.86,371.06,4,31.55,0,1
16,40.3,651.06,6,15.84,2,1
64,117.7,7522.51,3,28.52,0,1
60,26.56,1604.47,2,7.61,0,0
68,51.01,3487.58,0,37.51,0,1
60,75.77,4562.08,3,73.84,0,1
14,84.2,1216.41,2,40.72,2,1
7,47.86,358.44,2,16.72,1,0
37,33.26,1245.93,3,71.27,0,1
60,71.07,4228.74,1,56.89,0,1
9,28.43,255.99,1,19.4,2,0
25,62.21,1563.9,2,19.56,1,0
36,64.44,2288.14,1,86.15,0,1
20,63.82,1257.75,1,18.51,0,1
34,82.89,2844.49,2,41.71,0,1
60,65.91,3938.29,0,53.76,0,1
39,56.17,2149.15,3,66.26,0,1
56,74.17,4177.93,1,23.4,0,1
29,92.51,2691.43,0,73.23,1,0
60,78.92,4773.13,4,12.6,1,1
62,107.7,6703.55,2,42.76,0,1
4,45.92,217.76,3,24.74,2,1
19,75.99,1437.22,4,40.83,0,1
51,34.29,1774.39,1,52.88,2,0
1,71.32,81.28,4,22.77,0,1
42,60.12,2522.98,2,27.46,1,0
35,108.18,3786.17,4,52.55,0,1
49,94.93,4642.05,0,64.18,0,1
13,72.1,912.64,2,63.62,1,0
43,112.82,4850.08,2,44.97,2,1
68,41.48,2817.45,6,49.79,1,1
45,108.83,4922.0,1,57.31,1,1
24,80.22,1889.11,4,65.76,0,1
28,111.84,3138.77,2,54.36,0,1
63,57.29,3605.6,1,29.24,0,1
1,115.51,131.97,1,66.47,2,1
58,100.83,5861.97,2,56.56,1,1
6,42.32,243.38,4,48.67,1,1
4,111.86,448.35,0,46.98,0,1
57,47.04,2705.76,2,16.09,0,1
23,95.33,2192.86,2,45.98,1,1
66,73.93,4863.5,4,103.41,0,1
25,70.32,1749.36,2,66.28,1,0
29,33.59,974.49,3,50.9,0,1
45,102.53,4584.96,1,51.85,2,1
50,66.03,3314.23,2,39.99,0,1
55,86.15,4702.36,2,32.45,0,1
22,107.35,2342.45,2,23.94,0,1
36,113.58,4071.09,3,42.98,0,1
52,40.69,2112.94,2,101.6,1,0
11,79.81,830.34,2,24.39,0,1
51,99.52,5072.45,1,18.8,0,1
67,45.53,3045.62,1,17.88,0,1
67,55.29,3689.83,1,53.44,1,0
51,119.01,6079.77,3,57.62,0,1
20,50.78,1026.49,2,45.44,0,1
43,44.23,1869.16,1,66.04,1,0
9,108.11,976.62,2,34.47,1,1
49,43.47,2141.91,5,86.98,0,1
44,41.83,1830.87,2,62.36,0,1
36,85.62,3105.47,2,72.49,2,1
16,38.55,611.06,2,38.99,0,1
2,77.51,149.29,1,59.2,0,1
14,20.15,286.16,5,44.92,1,0
69,31.85,2190.01,2,49.13,0,1
28,92.41,2612.84,1,53.36,0,1
15,42.74,621.76,2,53.26,1,0
71,86.41,6128.19,1,36.76,1,0
20,66.23,1325.73,2,69.52,2,0
11,60.57,670.92,3,81.54,0,1
24,57.17,1370.44,1,68.95,0,1
58,39.43,2300.33,0,102.95,0,0
46,66.3,3075.23,2,48.14,1,0
36,59.42,2144.01,1,42.48,0,1
53,70.69,3732.45,3,86.1,1,0
48,80.54,3873.95,0,26.12,0,1
6,88.07,545.89,4,57.11,1,1
20,73.09,1472.41,1,70.63,2,0
52,55.13,2854.78,3,46.88,2,0
15,70.5,1067.76,2,52.25,0,1
66,42.0,2754.55,2,39.36,0,1
32,118.26,3761.55,3,31.59,2,1
5,46.62,210.84,1,83.17,0,1
6,109.73,623.84,4,66.15,0,1
7,51.29,351.0,3,72.73,0,1
56,89.51,5006.4,2,65.67,0,1
4,33.09,192.43,3,78.47,0,1
35,98.81,3478.86,3,30.59,0,1
33,89.26,2961.53,1,60.05,0,1
57,106.09,6010.59,0,76.0,0,1
17,114.44,1956.92,1,22.04,0,1
34,81.46,2775.99,2,67.95,1,1
15,107.15,1616.73,3,43.63,0,1
49,99.4,4865.46,5,48.51,1,1
28,101.55,2838.0,3,49.62,1,1
9,32.16,291.38,1,50.74,0,0
23,87.63,2049.27,3,43.28,1,1
35,58.76,2063.05,1,41.52,0,1
33,46.37,1543.0,1,57.69,2,0
63,85.63,5382.54,2,20.27,0,1
71,67.18,4792.38,3,29.02,0,1
65,76.7,4964.79,2,42.41,0,1
21,111.17,2317.15,2,50.77,0,1
24,59.83,1417.95,1,67.64,1,0
72,92.63,6674.51,0,67.29,0,1
20,46.52,951.23,1,54.95,0,1
47,89.34,4184.41,1,52.69,0,1
15,55.63,834.89,2,11.99,2,0
71,90.75,6429.01,2,26.02,0,1
15,88.74,1329.3,7,72.39,2,1
52,110.56,5739.72,2,25.05,0,1
66,26.82,1796.69,3,44.73,1,0
32,96.43,3080.46,1,36.42,1,1
44,119.37,5277.23,3,56.77,0,1
58,61.11,3531.36,0,58.41,2,0
59,43.73,2550.91,0,55.79,1,0
2,51.89,59.47,5,47.94,0,1
70,70.59,4924.65,1,51.02,0,1
21,33.48,698.75,6,47.8,0,1
66,75.11,4978.51,1,36.87,0,1
19,87.89,1648.81,0,39.5,1,0
22,64.21,1410.06,0,85.32,1,0
18,21.64,328.91,0,12.33,0,0
29,108.48,3139.98,3,58.41,0,1
29,103.51,3003.51,0,14.79,0,1
20,49.78,999.7,3,49.21,1,0
17,43.5,719.89,0,33.18,0,0
54,103.87,5618.89,1,60.79,1,1
53,97.24,5154.96,3,69.46,1,1
22,106.5,2351.7,2,44.57,1,1
64,36.43,2367.76,2,17.92,1,0
17,59.62,1012.85,2,54.18,0,1
53,69.59,3681.01,1,0.0,0,1
59,105.29,6213.97,2,73.82,0,1
37,89.87,3277.35,3,67.96,0,1
3,51.95,149.83,2,29.96,2,1
48,28.44,1405.46,4,65.76,0,1
53,21.24,1156.8,1,36.76,1,0
69,86.23,5948.26,4,19.54,0,1
56,25.18,1421.12,2,65.52,0,0
2,37.29,128.4,2,38.24,2,1
72,102.53,7394.94,3,10.81,0,1
57,32.77,1844.96,5,36.93,0,1
8,46.13,381.57,0,67.16,0,1
69,90.64,6276.51,2,69.59,0,1
47,79.07,3712.87,2,47.17,2,1
13,29.09,389.85,1,43.06,0,1
51,60.07,3032.81,2,73.01,1,0
58,53.4,3118.25,3,44.03,0,1
64,71.02,4492.54,3,45.76,0,1
41,24.76,1025.44,1,8.92,0,0
61,38.26,2330.39,0,58.2,2,0
36,117.43,4224.87,1,56.29,0,1
47,67.43,3179.34,1,45.53,0,1
9,44.7,390.3,3,60.6,0,1
67,66.5,4477.11,2,58.76,0,1
39,115.24,4491.01,1,32.78,0,1
10,95.63,945.64,1,4.95,1,1
64,50.6,3242.87,3,38.09,0,1
34,51.68,1748.43,1,61.92,0,1
55,74.08,4087.08,1,20.3,2,0
54,36.34,1943.07,1,73.43,0,0
27,91.48,2460.63,2,59.41,0,1
51,101.96,5191.23,5,11.93,0,1
66,53.28,3503.13,6,30.61,0,1
47,25.41,1189.85,3,49.36,0,1
72,60.06,4332.67,1,66.1,2,0
65,72.71,4751.84,0,28.89,0,1
55,31.44,1755.13,1,56.19,0,0
59,49.16,2900.96,1,47.58,0,1
48,75.11,3592.9,5,28.13,0,1
68,43.06,2924.26,2,44.35,0,1
28,21.03,588.6,2,79.8,2,0
30,67.71,2032.7,1,56.33,1,0
65,38.38,2505.4,1,45.46,0,1
18,27.45,506.04,0,45.56,1,0
32,27.82,900.98,1,44.52,2,0
54,37.48,2039.48,0,62.14,2,0
61,65.75,4027.42,1,29.69,1,0
68,80.67,5502.71,4,33.36,2,1
41,68.65,2823.41,2,33.44,1,0
60,114.42,6850.37,0,77.5,0,1
71,38.37,2790.98,1,66.6,1,0
4,62.3,213.71,0,50.86,1,0
43,40.4,1724.83,2,46.71,2,0
61,63.5,3899.8,4,30.19,0,1
67,116.69,7806.22,2,38.68,0,1
20,24.12,511.17,0,90.38,0,0
44,67.29,2984.43,7,49.04,1,1
5,61.69,279.06,3,42.14,0,1
32,117.97,3757.63,1,63.88,0,1
58,25.65,1470.21,6,46.79,0,1
11,37.9,415.67,0,75.13,0,0
22,42.46,909.33,1,5.38,0,1
22,52.14,1133.5,2,46.35,0,1
55,57.73,3180.22,2,56.34,0,1
18,58.72,1061.81,0,20.39,0,1
47,91.68,4294.33,1,43.82,1,1
9,21.09,183.49,0,25.29,1,0
47,101.77,4768.5,5,50.02,0,1
55,106.38,5858.8,4,54.32,0,1
61,47.96,2926.82,3,54.91,0,1
7,66.02,439.94,4,56.67,0,1
32,93.04,2922.14,2,40.23,0,1
44,90.92,4006.72,2,60.08,1,1
20,106.96,2128.27,1,46.84,0,1
44,108.66,4749.19,0,55.0,2,1
68,21.38,1442.19,3,79.36,2,0
4,27.16,105.74,1,50.33,0,1
72,85.4,6162.88,3,35.16,1,1
36,45.24,1624.35,2,62.26,2,0
1,87.64,79.7,5,58.18,0,1
37,63.99,2375.9,1,38.71,0,1
55,97.31,5376.5,2,69.0,2,1
64,46.98,3003.84,5,56.66,1,0
11,97.95,1119.75,2,27.58,2,1
60,37.83,2254.41,1,53.97,0,0
20,59.38,1198.67,4,29.33,0,1
41,84.87,3482.81,2,70.92,1,1
51,106.1,5395.91,2,45.48,0,1
49,43.25,2114.86,4,69.1,0,1
62,86.63,5372.52,3,28.82,0,1
58,38.25,2210.95,3,36.92,0,1
48,29.74,1417.33,0,53.34,1,0
70,34.07,2404.81,5,50.77,0,1
55,36.18,1972.9,1,30.34,0,1
17,27.04,467.59,2,26.75,1,0
55,62.11,3414.75,0,75.24,1,0
21,81.79,1720.53,1,60.58,0,1
56,50.27,2797.73,1,48.48,0,1
60,69.01,4166.53,0,76.59,2,0
13,28.86,389.07,2,42.08,0,1
27,114.95,3127.91,3,53.1,0,1
56,78.43,4384.25,2,63.17,0,1
44,104.83,4621.63,1,45.69,0,1
16,61.14,985.21,1,43.97,0,1
36,26.06,938.56,2,44.45,0,0
27,54.85,1477.4,2,57.52,2,0
34,118.72,4040.97,2,43.13,0,1
45,89.59,4045.27,2,92.79,0,1
14,108.13,1512.24,0,16.83,0,1
66,103.42,6819.09,3,71.81,0,1
42,95.12,4008.07,2,98.63,0,1
19,71.44,1345.5,1,67.1,2,0
66,50.0,3293.69,2,51.05,0,1
54,90.69,4907.42,3,113.17,1,1
38,112.61,4296.02,0,37.45,1,1
9,57.3,530.17,2,48.6,1,0
69,58.09,4025.03,0,43.02,0,1
31,99.44,3084.48,1,69.07,0,1
9,105.17,898.99,3,88.8,1,1
47,27.93,1333.04,1,56.58,0,0
2,57.51,144.87,3,89.43,1,1
10,92.32,931.83,0,21.62,2,1
58,37.79,2161.07,2,58.48,0,1
13,56.14,716.19,2,66.71,0,1
9,105.93,936.77,2,50.03,0,1
34,58.99,1981.61,2,59.57,0,1
62,78.84,4909.23,2,90.87,0,1
12,94.34,1167.87,2,34.72,0,1
60,66.29,3963.96,4,68.23,0,1
32,78.96,2525.11,2,63.19,0,1
17,64.89,1098.47,1,55.57,0,1
10,116.01,1148.86,5,62.34,1,1
11,58.92,631.27,3,57.25,0,1
6,115.8,678.94,2,42.4,2,1
56,110.61,6191.35,6,51.25,2,1
52,31.96,1654.88,5,52.57,1,0
57,90.5,5150.05,2,24.5,1,1
65,34.04,2200.58,4,31.84,2,0
58,31.75,1828.47,3,48.81,0,1
38,38.9,1505.03,1,24.04,0,1
22,64.0,1457.55,2,21.42,0,1
6,33.7,204.33,3,58.86,0,1
57,73.72,4229.05,2,57.63,0,1
38,37.0,1390.43,1,53.2,0,0
47,85.95,4051.77,1,81.41,1,0
10,74.27,775.36,6,30.53,0,1
33,28.14,928.73,3,51.64,2,0
49,84.34,4097.62,2,65.47,2,1
69,105.44,7278.7,6,79.66,0,1
16,92.24,1422.79,0,46.46,0,1
57,64.5,3685.56,0,53.14,1,0
17,113.94,1918.46,3,54.51,0,1
50,43.66,2170.44,2,51.78,0,1
34,96.79,3291.24,1,60.67,0,1
4,27.35,120.65,3,54.08,2,0
29,29.86,862.48,1,59.2,0,0
51,102.36,5205.53,3,43.07,0,1
2,86.22,146.37,3,48.54,1,1
39,90.25,3522.57,3,37.18,1,1
68,103.67,7065.87,1,51.17,0,1
13,94.49,1247.72,1,67.36,0,1
4,116.85,468.93,6,76.39,0,1
45,24.01,1105.26,2,55.46,0,1
29,54.44,1605.81,4,45.71,0,1
29,47.57,1343.28,0,71.39,2,0
37,37.5,1392.99,3,21.84,1,0
1,114.55,102.81,2,52.3,1,1
57,98.96,5625.11,4,70.51,0,1
42,101.16,4244.64,2,29.89,0,1
23,87.51,2005.09,1,35.93,2,1
41,83.91,3439.33,0,57.05,1,0
41,38.42,1549.94,1,56.82,2,0
14,75.3,1071.19,0,47.82,2,0
66,25.54,1660.9,3,53.12,0,1
13,110.94,1415.36,3,78.9,0,1
27,26.99,714.13,2,45.31,1,0
32,98.86,3146.38,5,84.07,0,1
1,65.28,87.01,1,39.46,0,1
29,73.75,2158.98,2,66.45,2,0
51,87.9,4473.56,3,34.59,0,1
55,33.66,1840.13,2,21.59,0,1
41,84.1,3440.44,1,41.59,2,1
19,104.87,1981.42,3,81.77,2,1
30,28.25,847.5,1,89.29,2,0
57,47.5,2738.63,1,17.48,0,1
23,34.66,789.13,3,74.23,0,1
67,74.21,4981.34,0,82.99,2,0
50,103.36,5144.5,0,22.05,0,1
4,119.29,456.64,3,69.76,1,1
15,116.32,1761.32,3,35.48,1,1
8,34.8,295.89,1,78.06,1,0
4,87.43,363.42,3,49.85,1,1
55,110.81,6111.33,1,55.91,0,1
64,66.77,4285.5,1,58.35,0,1
54,68.82,3719.69,1,46.8,2,0
8,63.3,499.26,2,66.65,0,1
33,119.85,3954.08,4,35.04,0,1
16,22.1,358.99,4,33.55,1,0
16,95.08,1524.88,5,42.86,1,1
13,48.27,626.01,3,49.99,2,0
8,72.39,565.77,4,58.09,1,1
22,40.78,885.52,1,73.44,1,0
17,54.98,906.25,5,41.25,2,1
8,111.26,906.49,0,79.78,2,1
46,22.1,1004.54,3,21.43,1,0
12,104.1,1257.83,3,40.68,0,1
49,84.37,4175.31,2,34.45,2,1
6,116.64,725.19,3,44.06,0,1
22,52.4,1152.25,4,57.7,1,0
47,90.07,4243.42,3,48.66,0,1
28,62.32,1705.85,0,62.89,0,1
32,39.22,1276.97,2,52.13,0,1
5,89.77,447.37,2,39.84,0,1
20,23.14,429.12,2,13.71,0,1
3,20.66,103.29,2,66.71,0,1
26,113.85,2939.21,4,20.26,1,1
48,94.38,4545.78,1,51.65,0,1
61,37.47,2288.3,2,62.45,0,1
5,34.86,183.16,4,21.84,0,1
8,69.98,588.76,1,46.49,1,0
48,50.34,2434.55,1,43.41,2,0
63,44.07,2780.89,4,75.93,0,1
43,97.42,4171.93,1,35.98,2,1
12,70.17,854.07,2,39.16,0,1
38,80.07,3030.89,0,61.66,0,1
3,116.24,335.92,2,6.15,0,1
55,55.07,3062.99,2,44.61,0,1
22,80.5,1763.42,0,37.55,0,1
64,112.73,7210.05,4,47.0,2,1
66,80.07,5266.61,0,2.96,1,0
8,22.41,165.6,2,35.42,2,0
20,63.79,1278.75,2,47.46,1,0
70,108.25,7552.74,0,63.17,2,1
22,99.87,2182.85,3,22.51,1,1
44,28.81,1280.64,7,49.18,0,1
65,103.38,6741.87,2,57.34,0,1
59,37.97,2232.57,1,45.43,0,0
30,95.08,2893.09,2,14.84,1,1
46,50.07,2323.73,1,60.0,1,0
47,84.27,3968.96,2,29.52,0,1
23,61.06,1414.58,0,7.01,0,1
64,103.42,6622.11,1,56.46,0,1
37,68.74,2540.26,0,62.37,0,1
50,41.86,2055.41,2,38.88,0,1
17,77.32,1323.81,3,59.21,1,1
68,113.93,7737.7,1,13.86,1,1
64,72.36,4600.67,2,36.48,1,0
47,106.06,5005.89,1,52.02,0,1
24,35.77,889.55,1,75.21,0,0
40,101.7,4104.74,0,44.49,1,1
58,93.68,5434.68,3,18.74,2,1
43,87.0,3767.98,2,54.15,2,1
45,57.14,2574.99,1,50.9,0,1
7,76.06,549.63,3,38.56,2,1
59,25.11,1506.54,1,51.59,1,0
69,86.07,5934.47,3,51.64,0,1
65,24.19,1547.73,4,79.37,0,1
30,58.62,1743.65,3,60.09,2,0
29,94.63,2712.4,2,42.76,0,1
23,91.31,2088.74,1,35.85,1,1
37,32.9,1211.61,0,28.66,0,0
20,116.91,2318.89,2,82.57,0,1
2,93.59,183.95,2,13.42,0,1
60,111.65,6710.87,1,51.83,2,1
68,51.87,3510.49,1,48.95,2,0
8,102.45,809.62,2,7.98,0,1
71,37.04,2617.57,1,102.74,0,0
17,91.33,1575.93,2,44.49,0,1
3,39.25,67.59,0,6.42,2,0
20,37.47,760.03,1,58.43,0,1
48,70.75,3424.5,0,67.67,0,1
68,59.55,4041.47,5,8.32,0,1
71,108.92,7739.68,0,29.13,0,1
70,104.41,7316.49,3,59.14,1,1
39,31.13,1188.24,1,30.34,0,0
11,31.83,362.11,0,28.94,0,0
18,63.2,1123.77,2,86.44,0,1
25,102.3,2584.66,2,46.37,2,1
24,77.05,1836.21,4,81.12,1,1
27,25.06,676.68,2,59.63,1,0
71,56.84,4011.05,2,38.55,0,1
2,82.66,151.84,2,9.56,0,1
34,90.34,3057.67,5,44.61,0,1
49,116.17,5714.27,1,25.08,0,1
9,23.72,258.05,0,41.3,2,0
7,56.52,405.02,1,91.2,1,0
15,32.57,494.75,2,50.51,2,0
15,45.21,702.21,2,55.46,0,1
43,109.53,4741.13,1,40.96,1,1
67,65.41,4384.44,0,46.74,0,1
38,84.52,3210.54,4,47.66,0,1
37,61.29,2298.59,2,47.77,0,1
64,58.53,3745.43,4,43.44,0,1
15,74.5,1134.75,1,56.62,2,0
45,90.21,4058.61,1,55.39,1,0
47,78.82,3693.13,2,4.57,0,1
7,70.19,476.63,5,44.73,0,1
67,71.85,4780.34,0,58.85,0,1
45,22.33,1011.46,3,38.18,1,0
5,117.53,597.02,2,30.08,0,1
31,58.17,1814.49,4,52.94,0,1
66,79.32,5247.42,5,72.88,0,1
1,85.88,123.55,2,57.54,0,1
32,62.59,1986.21,1,75.81,1,0
25,50.75,1272.33,2,67.8,1,0
51,80.44,4116.38,2,42.97,2,1
38,44.7,1652.71,1,84.73,2,0
64,45.4,2885.45,1,61.37,0,1
61,46.99,2867.31,1,16.98,1,0
41,60.35,2426.5,3,49.46,0,1
13,108.96,1410.71,4,57.34,0,1
4,112.55,459.79,0,43.2,0,1
24,29.52,703.65,4,37.43,1,0
59,104.35,6174.07,3,72.27,2,1
55,76.7,4204.03,1,55.25,0,1
68,25.01,1690.55,4,54.7,1,0
8,28.33,221.94,2,38.05,2,0
57,109.7,6257.83,3,46.47,2,1
26,85.9,2230.86,1,46.65,0,1
20,25.76,508.92,2,28.62,0,0
3,81.17,295.22,3,57.05,2,1
71,102.52,7270.58,0,68.01,1,1
31,103.66,3233.43,3,78.65,0,1
55,88.4,4851.15,7,6.09,0,1
11,61.74,655.76,0,54.09,0,1
32,104.45,3337.43,2,82.26,0,1
7,49.1,352.41,2,82.36,0,1
8,29.12,226.83,3,57.52,0,1
19,48.23,940.47,1,35.68,0,1
24,41.29,1006.72,5,40.34,0,1
22,53.54,1163.63,1,31.33,0,1
8,23.26,202.23,4,65.64,2,0
29,113.72,3286.76,1,33.81,0,1
30,110.0,3289.26,2,41.82,0,1
29,78.13,2240.61,0,38.46,0,1
62,73.77,4541.44,0,65.56,2,0
1,71.54,105.8,2,33.54,0,1
17,103.6,1753.05,1,56.03,0,1
21,75.55,1582.12,3,31.71,1,1
4,51.04,185.93,0,66.38,0,1
21,72.61,1511.43,1,56.35,0,1
54,104.64,5670.77,2,42.38,0,1
52,29.24,1516.43,2,41.53,2,0
16,76.42,1246.8,3,76.89,1,1
50,100.97,5076.09,1,61.26,1,1
31,53.45,1653.51,5,51.94,0,1
