Marketing_Spend,Seasonality_Index,Product_Price,Promotion_Discount,Competitor_Price,Weekly_Sales
5221.13,1.02,59.23,0.39,59.95,665
8864.38,1.0,10.93,0.31,11.31,1045
1474.06,0.94,92.82,0.28,89.31,440
9002.3,0.83,81.23,0.06,89.89,833
2972.66,1.49,94.13,0.32,99.21,471
7106.85,1.41,23.31,0.1,22.73,852
6242.97,0.83,13.87,0.21,11.09,822
5976.47,1.11,97.17,0.08,99.84,674
8734.24,0.59,70.82,0.33,70.47,857
1914.15,1.25,43.56,0.24,41.42,493
4123.25,1.34,72.06,0.12,75.16,650
5844.27,0.97,42.37,0.16,45.38,671
8301.6,0.58,64.26,0.05,60.05,816
2947.99,1.08,77.87,0.12,79.71,437
8226.37,0.55,64.0,0.01,56.51,810
4596.75,1.32,95.03,0.01,104.31,660
2700.22,1.09,21.51,0.34,17.39,617
7830.88,1.37,67.72,0.28,69.86,684
1818.09,0.88,25.99,0.16,25.79,547
5632.91,0.75,30.28,0.16,31.11,730
1574.88,1.44,27.31,0.31,17.88,692
4207.76,1.4,59.05,0.25,60.23,672
6409.69,0.57,92.26,0.11,91.76,685
6005.04,1.36,68.03,0.42,79.0,740
4641.9,1.43,29.6,0.46,42.13,724
4861.43,0.95,80.58,0.16,76.5,619
3040.93,1.39,75.45,0.49,75.87,541
5102.94,0.95,30.99,0.45,34.68,743
9579.29,0.56,43.76,0.34,45.33,907
8654.08,1.05,18.44,0.36,12.57,938
2307.1,1.44,54.43,0.09,58.5,446
1268.03,1.03,72.64,0.11,73.09,510
9401.72,0.64,85.05,0.1,81.93,825
5740.75,0.94,80.24,0.25,80.95,678
5840.54,0.61,58.76,0.36,56.36,728
8026.46,1.09,35.94,0.17,38.91,856
3832.2,1.12,98.66,0.12,101.65,612
5337.17,1.16,81.4,0.06,76.87,690
9717.97,0.55,58.16,0.18,58.61,871
7049.34,1.35,61.25,0.21,70.81,789
2383.71,1.42,76.78,0.03,66.41,524
2199.04,0.79,72.83,0.41,66.46,458
2838.38,1.28,93.91,0.3,92.42,386
7900.41,0.98,22.43,0.05,24.36,931
3658.39,1.03,37.86,0.24,48.77,562
1192.5,0.74,74.34,0.38,84.15,406
9497.57,1.39,59.6,0.44,44.15,904
2527.42,1.46,92.85,0.36,88.56,566
1086.02,1.15,48.77,0.21,39.39,397
3134.18,0.65,29.88,0.47,36.11,585
3115.26,1.03,16.75,0.47,16.19,595
4798.05,0.8,53.95,0.27,40.0,664
9283.51,0.95,81.8,0.23,86.98,851
8912.66,1.17,22.3,0.34,28.88,926
5112.05,0.57,88.66,0.24,85.94,625
4698.1,0.7,78.48,0.31,72.56,577
5995.08,1.25,23.12,0.42,26.27,822
3191.09,0.54,68.68,0.01,66.44,479
1469.66,1.1,59.23,0.3,59.07,460
9453.02,0.77,31.94,0.08,30.66,882
2680.29,1.4,60.53,0.1,58.72,571
2785.61,1.33,10.78,0.37,8.92,651
5252.14,1.42,13.3,0.27,10.47,650
5424.52,0.59,61.98,0.07,65.06,606
1165.91,1.49,30.36,0.01,30.83,519
2331.59,0.64,60.55,0.18,56.73,535
4403.39,1.37,56.14,0.24,62.73,686
7153.58,0.88,66.8,0.03,75.21,744
3055.77,1.46,17.67,0.2,22.34,599
4807.13,0.5,52.18,0.44,46.71,723
6016.11,1.19,34.43,0.44,34.13,726
8997.33,1.5,60.13,0.49,54.21,867
3934.63,1.19,77.35,0.2,75.95,561
2202.02,1.21,52.42,0.17,51.27,563
5403.45,1.17,50.46,0.06,45.06,735
7720.49,1.48,23.3,0.09,23.78,911
1988.74,1.22,83.47,0.49,80.5,495
4822.15,1.0,24.19,0.11,27.5,681
1160.07,0.75,21.45,0.27,21.24,527
1302.03,1.28,79.46,0.25,81.81,486
5346.58,0.66,97.74,0.16,90.69,626
3683.78,0.56,25.67,0.34,18.52,682
8605.97,1.26,49.83,0.38,60.79,957
6419.39,0.87,15.29,0.27,16.1,814
5085.4,0.71,97.31,0.36,94.18,604
4671.42,1.27,68.52,0.3,78.52,575
5475.21,1.37,85.57,0.36,88.43,567
1363.95,0.61,55.75,0.19,61.43,457
9035.14,0.91,73.46,0.36,69.05,801
9984.73,0.52,52.75,0.29,51.51,823
2633.38,1.33,51.83,0.01,52.45,597
2083.45,0.51,65.88,0.28,64.19,451
2292.2,0.89,74.38,0.27,80.37,484
6949.24,1.4,89.15,0.21,91.36,674
6952.97,1.08,73.27,0.09,71.67,727
8631.32,1.3,91.13,0.2,87.36,746
7766.44,0.63,30.78,0.3,26.71,829
5047.21,0.61,33.52,0.32,28.73,670
6515.7,0.85,31.04,0.43,27.31,778
7194.56,1.17,19.4,0.05,19.07,782
5614.63,0.66,62.86,0.29,71.6,737
5280.86,0.57,45.4,0.47,43.25,779
6805.88,1.48,64.45,0.21,67.13,703
6017.27,0.79,57.16,0.27,60.69,633
6795.48,1.12,61.97,0.46,74.06,676
6515.69,1.16,41.8,0.12,45.41,666
7472.77,0.54,27.93,0.22,19.51,829
6785.23,1.07,71.5,0.16,71.64,766
5677.68,0.7,73.76,0.13,73.6,618
7136.17,0.59,93.94,0.24,88.57,593
5045.34,0.9,33.44,0.01,22.88,694
3175.04,1.29,85.32,0.37,80.47,499
1012.76,1.47,12.84,0.26,12.54,545
6039.68,1.0,14.1,0.41,10.78,827
6315.9,1.39,68.71,0.29,75.14,701
9748.44,1.45,25.27,0.37,23.09,1029
4253.31,0.94,32.95,0.24,24.45,762
4547.2,0.65,88.29,0.38,86.55,452
2816.2,0.81,67.08,0.11,58.37,587
1634.81,0.89,85.57,0.01,80.84,421
7955.24,0.95,50.71,0.15,51.74,893
3247.13,1.14,76.37,0.25,69.81,599
6480.14,1.15,37.16,0.11,30.67,803
7189.96,1.04,24.32,0.28,38.1,666
5241.13,0.73,28.68,0.34,18.54,745
8887.17,0.86,93.18,0.47,97.94,845
4994.15,0.91,61.88,0.0,65.67,599
3564.18,1.16,28.49,0.48,22.57,621
9064.14,0.64,27.6,0.3,27.71,945
8754.08,0.74,69.1,0.15,65.5,786
2476.36,0.78,68.65,0.25,75.89,445
1233.65,1.02,79.58,0.13,71.0,427
1809.87,1.26,80.32,0.04,81.86,440
3578.93,1.34,19.88,0.33,13.3,690
9750.34,1.24,21.8,0.23,20.27,932
6026.65,1.25,45.44,0.3,37.28,758
4359.36,0.74,86.6,0.11,85.96,551
8998.44,1.38,11.53,0.23,12.31,898
5078.23,0.55,82.32,0.2,70.69,641
3837.15,1.04,17.87,0.34,22.53,670
9470.98,0.59,79.56,0.09,82.74,796
8645.66,1.1,21.47,0.39,23.08,857
8593.02,0.55,94.08,0.0,93.75,787
5610.56,1.14,68.53,0.47,71.62,587
8104.95,0.53,63.75,0.08,72.96,769
2614.18,0.67,97.21,0.34,92.54,494
6159.01,1.25,70.93,0.11,68.72,661
9854.61,0.8,59.21,0.17,63.6,771
3618.63,1.38,99.22,0.15,100.2,555
8149.17,0.6,84.7,0.31,92.86,646
5414.31,1.03,86.86,0.48,90.46,575
1358.25,1.43,47.81,0.42,49.31,414
7867.17,0.91,10.99,0.11,11.54,855
2517.12,0.83,58.69,0.24,56.21,503
6683.26,1.47,63.98,0.27,61.92,746
1770.98,0.92,11.78,0.04,14.46,627
9521.81,1.2,49.13,0.23,54.58,864
3625.51,1.42,41.09,0.46,41.31,618
3038.18,0.51,44.53,0.46,39.84,625
2162.23,1.07,74.12,0.35,69.47,473
9514.02,1.21,80.44,0.1,90.11,726
7407.13,0.92,96.82,0.48,90.97,754
7674.95,1.17,65.64,0.43,63.73,729
5494.64,1.31,83.46,0.06,82.58,671
5272.55,0.82,36.2,0.12,28.16,691
1990.19,0.82,21.83,0.09,20.34,505
6038.57,0.59,57.02,0.23,53.97,654
3222.25,1.46,53.6,0.12,65.87,601
9794.31,0.53,74.38,0.2,70.1,907
8169.23,0.97,44.43,0.4,42.92,798
4716.93,1.03,28.04,0.36,27.66,690
2362.07,0.64,50.81,0.29,58.79,469
8067.99,0.99,57.17,0.16,67.98,752
2098.48,0.79,62.39,0.2,57.09,470
2704.0,1.3,62.25,0.23,68.62,557
2903.68,1.32,70.92,0.08,69.17,592
6012.02,0.93,18.8,0.38,23.72,749
8083.51,0.93,61.85,0.29,65.08,779
3828.83,0.58,95.5,0.1,92.74,565
1762.03,0.86,75.2,0.12,73.82,395
5180.85,0.91,82.49,0.2,88.99,667
7732.99,0.95,12.04,0.21,11.93,832
2994.97,0.95,37.84,0.01,39.72,550
2979.32,0.59,49.43,0.31,40.47,634
9525.04,0.66,99.36,0.46,106.03,766
9587.38,0.93,39.1,0.46,40.81,979
9914.19,0.88,94.04,0.37,93.05,912
8268.94,0.64,31.28,0.27,32.28,831
2693.66,1.15,59.56,0.01,61.46,559
2907.83,0.62,26.04,0.26,18.41,505
4062.03,0.51,23.45,0.37,24.79,685
3863.19,1.11,12.97,0.27,15.53,679
9608.75,0.58,48.7,0.26,47.03,827
8101.67,0.56,43.79,0.03,49.96,788
7516.08,0.59,45.83,0.38,47.81,729
2673.67,1.44,17.66,0.38,14.34,678
9185.73,0.61,20.61,0.22,15.35,854
8450.83,1.34,80.93,0.37,77.79,748
2472.78,1.28,35.36,0.31,31.35,583
8840.53,1.34,28.51,0.23,31.1,937
3450.23,1.11,10.94,0.05,8.28,760
1727.83,0.66,90.4,0.08,88.62,449
6911.4,1.27,28.78,0.12,31.9,693
6884.24,1.07,62.84,0.46,65.8,661
1854.39,1.07,44.69,0.48,43.97,488
3869.67,1.11,73.22,0.27,66.16,608
9935.33,0.65,46.11,0.03,46.87,1107
7105.84,0.79,60.79,0.03,59.36,664
7570.68,1.49,92.4,0.16,93.28,695
2916.26,1.37,50.58,0.18,61.54,521
1709.04,0.86,34.14,0.08,29.39,558
3492.12,1.49,79.3,0.06,76.67,557
3240.09,0.57,96.82,0.32,93.4,548
3110.9,0.85,86.03,0.17,89.36,410
2734.79,1.06,93.77,0.23,91.44,507
6172.8,1.12,68.64,0.38,68.38,614
3952.93,1.31,12.99,0.23,12.09,699
8383.11,1.24,28.08,0.23,33.23,860
2655.53,1.19,30.91,0.24,31.72,603
5181.64,1.47,30.43,0.41,34.49,653
1122.92,1.1,35.42,0.03,41.58,583
5335.14,0.51,22.83,0.21,26.4,749
1502.54,1.12,56.24,0.01,60.2,489
9799.51,1.26,73.2,0.27,70.29,801
8115.33,1.42,40.38,0.46,42.62,783
5411.0,0.89,57.87,0.11,58.79,675
1779.29,0.55,15.75,0.1,20.0,512
6332.01,0.63,65.19,0.06,55.81,642
7828.87,1.41,72.66,0.24,66.14,722
2716.46,1.45,59.57,0.11,62.21,630
6113.88,0.73,91.38,0.46,96.07,615
8327.9,1.18,89.7,0.31,96.88,746
7914.23,0.97,54.27,0.08,50.03,766
8226.93,1.1,45.71,0.22,44.85,877
8913.91,0.55,26.72,0.19,21.62,884
9439.14,1.46,61.14,0.19,64.2,781
4649.69,0.97,18.96,0.34,18.91,685
6118.92,1.27,71.02,0.09,63.08,682
8115.94,1.02,15.06,0.33,19.4,935
7274.26,1.36,81.11,0.12,74.55,792
9959.68,1.13,70.95,0.22,78.06,871
1123.1,0.82,30.44,0.08,35.89,379
4196.2,1.0,95.07,0.26,92.62,504
3529.25,1.29,20.74,0.3,21.86,612
3360.84,0.77,92.75,0.43,91.6,424
3002.77,1.29,81.12,0.34,83.33,528
7382.11,1.21,10.57,0.23,11.69,878
1762.84,0.51,65.94,0.42,74.34,380
7674.48,1.37,96.65,0.18,103.82,623
7240.83,1.02,36.18,0.24,37.6,819
3257.24,1.43,41.15,0.39,45.71,567
3275.5,0.51,24.43,0.04,28.59,606
6659.75,1.36,66.47,0.26,64.07,755
7859.54,1.27,60.24,0.12,56.05,773
8888.37,1.16,78.11,0.2,82.82,786
8669.26,1.1,25.92,0.29,23.67,868
9683.95,1.1,39.41,0.12,43.69,889
6232.46,1.34,78.76,0.14,78.46,721
9177.9,1.49,56.93,0.01,49.81,896
8276.62,0.96,27.31,0.21,28.13,866
9052.01,1.07,18.83,0.21,13.25,943
1104.64,0.68,13.87,0.32,10.22,579
9693.13,0.89,26.41,0.12,32.56,897
5261.77,0.67,82.32,0.37,73.04,626
8183.65,0.51,17.85,0.13,12.36,810
2144.84,1.22,16.17,0.12,21.54,599
4563.47,0.81,43.42,0.46,39.93,700
3443.15,1.37,51.42,0.28,55.3,551
3624.93,0.99,78.87,0.2,76.76,486
2109.3,1.3,62.06,0.14,70.75,480
8251.87,0.92,40.53,0.34,36.7,879
1083.18,1.33,40.92,0.01,35.62,444
3812.55,1.36,43.29,0.01,41.03,661
2569.69,0.97,31.17,0.18,34.98,671
6301.35,1.43,30.36,0.37,28.35,847
3288.27,0.8,86.92,0.26,85.31,377
3330.99,0.87,96.78,0.48,96.88,528
5395.04,0.98,18.48,0.0,15.42,746
6874.2,1.25,72.04,0.37,75.55,589
2091.74,0.9,10.41,0.05,8.99,590
2579.6,0.58,32.12,0.12,38.16,572
3224.57,0.5,62.29,0.41,54.84,552
9763.73,1.37,38.03,0.31,39.08,952
4574.37,1.14,31.77,0.38,29.52,706
6390.91,0.67,23.3,0.48,11.56,754
3173.89,1.4,90.57,0.2,94.52,458
5414.14,1.22,25.9,0.03,27.45,780
1667.07,1.27,23.83,0.04,26.77,549
1312.68,0.95,30.06,0.48,20.91,560
5218.6,1.25,90.63,0.37,94.86,650
4587.93,1.11,13.38,0.01,16.03,669
2231.92,1.23,21.02,0.03,26.98,548
7188.41,0.84,81.81,0.24,83.96,682
9936.13,1.04,81.15,0.03,84.65,785
4560.82,0.54,31.17,0.13,33.28,716
6621.03,0.66,30.03,0.22,19.86,802
9666.78,1.36,82.28,0.48,86.75,810
8483.81,1.16,38.63,0.11,38.55,774
5171.97,1.33,13.44,0.5,11.56,655
7637.41,1.06,71.52,0.04,69.9,729
2153.22,0.93,79.25,0.32,74.29,445
5608.93,1.32,54.88,0.41,50.62,713
3511.54,0.55,54.42,0.48,58.44,525
2450.47,1.19,79.43,0.45,78.51,381
4836.53,1.11,59.02,0.17,55.66,625
2179.13,0.54,70.18,0.5,67.21,488
7290.87,0.84,86.1,0.37,82.38,624
5106.16,1.02,91.45,0.26,96.13,562
5780.3,0.53,96.99,0.14,94.13,615
2317.38,0.81,48.88,0.24,52.76,480
2257.94,0.51,20.05,0.43,27.03,495
6250.74,0.77,51.01,0.47,57.69,665
9865.09,1.48,82.77,0.37,82.59,854
1866.26,0.95,73.9,0.38,73.87,486
3571.58,1.45,30.47,0.13,25.44,765
8825.13,1.3,15.2,0.35,13.81,1013
1650.45,0.76,39.33,0.22,36.76,486
8882.97,1.44,26.05,0.36,30.68,834
5718.57,0.8,79.21,0.24,82.5,636
4674.4,0.85,38.05,0.2,38.49,637
3787.13,0.8,71.56,0.44,72.38,523
3674.05,0.94,47.27,0.01,53.69,608
3752.22,0.57,86.6,0.13,89.31,524
8963.23,1.32,84.38,0.16,88.8,793
7514.16,0.58,16.89,0.48,12.88,804
7027.51,0.98,66.48,0.19,64.07,633
8188.74,0.57,34.29,0.15,30.29,952
3314.03,1.15,39.03,0.42,35.43,628
6562.39,0.95,64.9,0.38,65.37,745
5140.6,0.5,30.62,0.27,29.66,682
8041.97,0.93,20.86,0.31,19.7,903
3783.3,0.86,25.95,0.24,25.94,712
6788.61,1.41,24.24,0.12,14.61,865
8939.91,1.1,31.58,0.19,26.83,808
4619.35,1.33,73.41,0.17,77.9,607
1599.6,0.64,14.89,0.15,5.66,547
5644.46,0.63,16.16,0.07,22.74,770
4113.75,0.68,54.3,0.16,53.08,714
7050.03,1.44,15.77,0.48,17.37,863
9559.3,0.6,46.36,0.14,46.1,879
5370.47,0.98,62.07,0.06,55.31,613
5195.71,0.58,68.96,0.24,70.2,574
6891.26,1.26,46.38,0.49,52.75,776
1931.48,0.88,76.46,0.28,84.55,462
3281.56,1.11,88.83,0.34,82.7,454
9270.81,0.57,35.56,0.28,25.13,970
7029.48,0.93,13.68,0.22,9.51,908
1121.0,0.63,32.36,0.36,35.34,535
2841.63,0.82,52.38,0.41,53.18,563
7145.54,0.69,22.21,0.29,21.5,863
7879.59,0.98,62.02,0.49,56.75,849
8558.74,1.39,66.11,0.09,60.83,837
3629.59,0.9,76.12,0.03,74.76,568
9379.26,1.4,16.58,0.18,14.21,985
5976.52,1.27,79.52,0.02,84.79,596
7268.85,1.25,49.38,0.39,58.99,854
6370.65,1.28,88.19,0.03,85.83,602
2104.66,1.21,57.91,0.37,57.02,497
9668.03,0.7,53.35,0.18,55.63,884
2105.88,1.34,74.7,0.16,63.29,473
3293.94,0.88,36.79,0.46,34.4,541
8322.65,0.77,20.25,0.06,20.74,896
6567.37,1.33,88.55,0.02,80.31,707
8543.34,1.12,36.91,0.28,35.82,958
5641.63,0.75,57.55,0.25,64.64,677
4392.94,1.39,47.91,0.41,39.91,684
9296.61,1.04,45.79,0.31,44.94,926
1326.27,0.52,71.44,0.47,71.18,328
8705.17,1.03,36.4,0.19,37.29,913
3077.36,1.46,45.59,0.31,49.03,663
8638.63,0.66,73.02,0.0,67.73,870
2252.77,0.8,43.61,0.15,46.24,577
6221.97,0.73,59.69,0.06,55.46,733
8992.97,0.72,21.8,0.36,17.39,968
5261.86,0.58,58.85,0.35,66.21,641
7719.1,0.97,25.53,0.17,24.37,901
8242.04,1.32,84.85,0.33,84.35,826
7628.45,0.74,40.77,0.06,32.45,799
9327.97,1.21,85.64,0.31,85.54,817
5021.51,1.07,73.11,0.08,64.29,673
2558.13,0.71,19.21,0.14,25.89,618
1430.3,1.07,49.77,0.24,53.75,572
3218.14,1.02,84.52,0.14,87.36,477
2288.78,0.73,47.79,0.37,44.75,465
6021.54,0.52,37.34,0.07,40.43,734
2664.51,0.91,25.78,0.33,27.18,599
1350.4,0.82,84.29,0.22,83.92,349
1323.91,0.78,97.51,0.19,88.94,446
8484.13,1.2,32.57,0.06,33.91,809
6323.05,1.21,83.93,0.28,89.75,681
4222.77,1.43,73.61,0.15,73.42,546
9048.05,0.53,84.65,0.47,89.05,777
1631.77,1.41,33.06,0.18,33.99,473
9822.9,1.17,95.05,0.08,101.65,781
6546.63,1.16,88.42,0.24,83.27,764
2651.18,1.49,59.97,0.01,64.15,559
7111.62,0.58,31.57,0.18,36.73,678
7870.43,1.3,71.4,0.28,64.87,908
4864.09,1.09,91.44,0.18,86.84,588
8754.69,0.66,55.82,0.27,54.91,847
2356.59,1.27,72.05,0.29,80.5,333
3509.54,0.86,36.53,0.34,32.73,716
1841.43,0.75,87.41,0.01,87.84,376
2897.9,1.08,76.5,0.19,74.86,514
3148.56,0.98,83.11,0.33,85.1,601
9258.7,0.66,67.02,0.5,71.07,779
1702.99,1.23,58.3,0.34,65.31,424
4846.74,0.81,30.11,0.29,31.57,664
5791.59,0.99,24.25,0.37,29.36,664
9088.24,0.79,51.9,0.41,45.88,859
9979.27,0.94,46.82,0.07,38.87,869
7780.49,0.75,76.65,0.47,75.49,725
9737.12,0.98,25.97,0.01,18.05,970
8083.91,0.66,68.35,0.28,72.45,755
9668.82,0.78,34.97,0.14,27.82,958
7365.44,0.71,26.11,0.45,34.78,806
1717.87,0.86,50.02,0.44,42.74,588
4617.28,1.33,83.51,0.35,87.11,528
6819.38,1.0,49.18,0.48,52.74,722
4156.47,0.92,20.1,0.36,13.0,666
3460.46,1.07,86.98,0.03,89.29,509
6196.59,1.28,27.97,0.46,25.17,780
9401.52,0.8,36.02,0.19,38.91,860
1314.84,1.31,66.32,0.1,73.61,406
7923.08,0.75,86.57,0.27,81.61,744
7504.55,1.35,95.1,0.1,105.67,723
9675.58,1.33,30.45,0.42,37.77,917
9376.4,1.09,23.6,0.47,26.25,823
7860.09,0.86,87.74,0.43,93.49,741
5683.68,0.91,20.58,0.4,22.15,748
2838.41,1.31,39.0,0.31,42.42,608
5907.12,0.58,33.43,0.34,35.48,743
7888.17,1.29,72.94,0.05,72.64,798
9061.02,0.63,88.14,0.43,79.93,769
8107.41,1.32,31.0,0.15,26.73,965
2757.4,1.4,26.81,0.43,31.49,563
6397.18,1.01,70.68,0.17,64.78,647
3989.56,1.25,75.25,0.08,75.15,569
1082.85,0.7,13.6,0.36,9.27,516
2801.99,1.27,57.96,0.44,57.32,550
2018.99,1.2,47.96,0.11,46.39,527
8584.47,0.61,87.08,0.0,88.22,725
3326.56,1.0,28.82,0.26,26.18,629
3562.28,1.27,37.2,0.18,36.07,612
9639.43,0.59,39.41,0.31,38.87,920
4411.78,1.16,36.86,0.15,37.08,731
1086.27,1.3,90.79,0.38,94.44,331
3554.62,0.85,93.51,0.13,95.88,428
2073.7,0.88,84.94,0.4,85.69,416
1925.28,0.77,85.55,0.14,84.85,415
1697.39,0.69,62.11,0.23,53.3,481
6339.34,1.46,66.34,0.1,73.51,629
2704.13,1.2,18.58,0.05,17.61,665
4251.19,0.55,38.17,0.07,33.63,669
8758.16,1.43,65.42,0.06,68.23,788
4819.04,0.62,81.3,0.37,79.43,584
9241.22,1.42,13.68,0.08,24.57,965
5481.44,0.95,90.17,0.28,90.72,517
4589.53,0.99,41.19,0.09,43.26,670
7753.5,1.04,86.01,0.39,84.89,783
1658.58,0.59,44.94,0.22,40.21,590
1805.31,1.16,26.53,0.07,24.65,528
6867.76,1.15,69.96,0.28,69.54,737
5382.47,1.08,66.87,0.0,68.61,681
8113.74,1.39,84.62,0.19,87.57,776
9246.44,0.98,82.67,0.47,88.14,783
4495.3,1.21,58.8,0.24,44.29,597
6367.69,0.84,31.36,0.44,30.82,758
5506.27,1.42,23.74,0.12,34.38,652
9834.5,1.43,30.78,0.12,26.83,1016
8479.76,0.98,88.81,0.26,95.2,691
9205.64,1.24,83.94,0.31,75.21,839
3289.06,0.73,13.67,0.39,11.82,704
7952.74,1.14,81.81,0.48,75.02,802
3389.26,0.59,13.11,0.37,15.3,675
2878.68,1.36,23.34,0.0,26.71,629
9498.4,1.22,30.15,0.08,19.58,822
1173.74,1.45,20.11,0.04,30.27,584
9688.5,1.28,21.6,0.35,23.27,903
2343.36,0.68,17.33,0.08,19.17,516
8374.94,0.97,70.55,0.26,64.8,756
3483.3,1.04,14.46,0.28,12.84,554
4156.32,1.33,67.64,0.1,61.63,635
2950.82,1.05,67.28,0.34,61.92,558
6269.63,0.98,41.14,0.29,51.73,690
4132.86,1.21,40.31,0.33,47.52,536
6916.54,1.14,19.12,0.01,12.97,880
1140.83,1.25,43.3,0.04,46.15,433
1579.37,0.98,12.88,0.1,9.49,528
1896.95,1.22,48.8,0.19,48.04,506
4770.94,1.47,98.21,0.23,98.63,502
8333.17,0.68,19.08,0.23,16.36,922
8993.6,0.55,90.11,0.46,98.45,817
3203.3,1.07,14.53,0.47,15.39,703
6169.33,0.66,75.26,0.08,68.94,607
7915.28,0.67,92.36,0.02,85.79,754
3599.46,1.17,93.35,0.31,104.73,471
4681.07,0.92,29.65,0.19,29.6,561
5715.77,0.53,49.84,0.1,47.2,770
2213.87,1.06,25.99,0.06,27.17,573
1233.84,0.74,25.16,0.23,26.81,475
2375.25,0.93,36.63,0.4,38.11,563
6641.68,0.54,68.87,0.1,77.51,703
1662.56,0.56,95.26,0.5,80.67,415
2707.27,0.69,90.72,0.11,90.1,480
4040.68,1.22,97.09,0.25,95.53,533
1700.83,1.29,91.46,0.34,99.39,387
2725.29,0.84,25.97,0.11,28.79,603
9201.43,0.63,80.2,0.45,75.21,690
1173.69,1.44,22.93,0.35,13.05,574
6880.89,1.29,22.57,0.34,25.8,882
4459.68,0.66,73.32,0.07,70.56,587
7053.84,0.73,56.73,0.07,71.32,741
6298.23,0.54,61.34,0.1,65.89,695
3011.49,1.4,81.68,0.25,80.7,458
8624.89,1.43,28.34,0.45,20.72,927
5427.46,0.58,43.65,0.15,54.17,617
8402.82,0.65,22.04,0.3,20.94,908
4654.11,0.71,89.97,0.49,94.95,536
9862.17,0.68,79.39,0.36,76.61,926
7934.4,1.44,50.64,0.47,44.35,729
9693.55,0.76,56.13,0.46,58.18,822
5628.94,0.87,91.34,0.21,91.97,572
5263.22,0.57,19.5,0.04,26.07,726
7799.08,1.13,72.3,0.1,66.57,811
8922.62,0.77,32.92,0.42,31.48,904
9677.31,0.75,92.09,0.06,95.2,922
3920.97,1.48,45.05,0.08,37.65,647
8188.34,0.54,11.42,0.32,7.33,855
2895.81,0.69,67.9,0.39,66.85,514
5910.17,1.01,25.12,0.39,26.8,760
2618.63,1.06,88.32,0.12,90.6,457
4126.58,1.21,27.19,0.19,33.62,567
9382.23,0.71,31.5,0.1,33.12,958
2314.82,0.89,68.31,0.16,70.02,525
6691.61,0.79,85.13,0.18,85.75,593
6336.59,1.33,11.67,0.21,9.39,843
2086.65,0.86,49.7,0.22,54.47,578
3933.81,0.76,22.51,0.4,30.02,621
6066.83,1.12,50.7,0.01,46.27,790
2684.61,0.61,76.43,0.21,72.94,515
8205.61,1.35,34.15,0.45,37.05,928
9749.41,0.78,47.48,0.01,44.83,917
2932.83,1.32,16.26,0.3,20.08,632
2682.21,1.49,87.56,0.24,88.49,461
5094.42,0.52,80.45,0.21,77.46,656
7729.89,0.69,43.31,0.33,41.73,773
3534.41,1.25,34.02,0.1,36.15,599
1178.92,0.58,87.6,0.04,88.63,449
5870.99,0.95,61.7,0.15,66.86,630
9609.41,0.65,70.18,0.17,78.1,872
4521.49,0.97,47.62,0.07,47.63,670
4781.21,0.51,29.02,0.23,19.16,811
9720.12,0.65,27.29,0.16,30.34,925
7251.47,0.77,27.61,0.2,34.39,874
7472.55,0.7,33.05,0.1,20.56,877
6064.32,0.86,96.36,0.4,92.17,719
9771.48,0.64,83.15,0.45,77.02,822
7199.8,1.32,13.8,0.21,15.99,900
9055.29,1.02,85.43,0.38,96.49,752
7294.41,0.81,92.71,0.46,95.5,661
7616.04,0.8,35.69,0.13,37.92,829
3613.7,0.74,65.18,0.39,60.7,614
3731.31,1.01,73.42,0.48,71.51,547
8046.86,1.03,17.99,0.18,12.36,953
3670.36,1.49,29.65,0.12,25.93,641
6064.93,1.13,40.72,0.22,42.61,764
3244.17,1.03,64.44,0.4,69.73,557
8352.85,0.54,38.18,0.31,33.36,910
1994.51,1.05,49.21,0.18,53.29,511
8465.02,0.99,17.11,0.28,19.02,830
6424.57,1.4,35.23,0.27,35.98,754
2682.19,1.22,96.72,0.05,102.05,460
5878.32,0.98,89.86,0.43,99.65,670
3542.49,0.73,77.36,0.11,78.5,572
3911.21,1.21,21.19,0.24,17.27,646
4163.75,0.79,89.32,0.23,99.17,606
1569.87,0.85,18.62,0.17,23.67,661
9873.66,1.19,34.08,0.3,28.58,964
1283.81,0.81,27.49,0.33,24.09,545
6962.47,0.8,25.92,0.24,37.55,853
4341.05,0.94,72.03,0.02,69.62,649
6814.09,1.16,21.63,0.3,21.47,807
4206.23,1.44,88.53,0.21,87.48,573
7063.76,0.65,47.39,0.39,53.13,682
7563.12,0.75,13.91,0.01,19.08,809
7214.97,1.49,86.05,0.32,83.89,781
2025.66,1.12,73.07,0.31,79.06,445
6912.04,0.51,81.02,0.46,83.43,712
3519.89,1.39,52.47,0.1,53.88,582
1259.21,0.78,83.68,0.43,88.3,372
4733.48,1.05,13.49,0.38,7.29,822
4901.89,0.87,65.56,0.35,62.83,634
5204.57,0.67,14.16,0.2,9.01,768
7343.42,1.1,31.49,0.38,31.6,861
3779.59,0.71,71.32,0.39,80.24,525
3837.52,0.73,44.76,0.49,43.22,697
1544.97,1.3,77.01,0.3,78.61,447
7181.39,1.14,25.35,0.12,23.52,812
6110.43,1.42,68.45,0.44,59.34,675
4144.83,0.94,50.72,0.45,52.2,688
7346.7,1.01,23.03,0.38,18.25,884
5836.22,0.57,70.6,0.25,64.5,749
5223.2,0.86,76.4,0.08,67.1,627
5601.92,0.55,96.35,0.49,94.32,562
6727.13,0.85,97.58,0.01,98.98,638
